Country,Val_MASE,Test_MASE,Val_sMAPE,Test_sMAPE,Val_RMSE,Test_RMSE,Val_MAPE,Test_MAPE
AT,0.9419771849068101,0.7864236430078217,27.51081173855812,22.98973282590188,0.10332700695544932,0.0879518943166174,88.44082521413314,33.17515908086253
CH,1.4475219460930442,0.9382277996478601,22.65340477775797,15.025355962079455,0.11694846200701876,0.07643272110305196,27.52224625657791,16.025409668583055
FR,1.4947845643259425,0.7164581624842503,46.3609028661009,22.6629665224122,0.11774487986817925,0.052094935351874996,168.48814202488637,42.45653049719492
