timestamp,strategy,reason,duration_s
1596672000000000000,tiny_neural_fine_tune,scheduled,9.239078044891357
1596693600000000000,tiny_neural_fine_tune,scheduled,5.509762763977051
1596715200000000000,tiny_neural_fine_tune,scheduled,9.13066840171814
1596736800000000000,tiny_neural_fine_tune,scheduled,5.093262434005737
1596758400000000000,tiny_neural_fine_tune,scheduled,6.187172174453735
1596780000000000000,tiny_neural_fine_tune,scheduled,5.0713653564453125
1596801600000000000,tiny_neural_fine_tune,scheduled,6.875640392303467
1596823200000000000,tiny_neural_fine_tune,scheduled,5.672329425811768
1596844800000000000,tiny_neural_fine_tune,scheduled,6.177886247634888
1596866400000000000,tiny_neural_fine_tune,scheduled,5.48448634147644
1596888000000000000,tiny_neural_fine_tune,scheduled,5.9949400424957275
1596909600000000000,tiny_neural_fine_tune,scheduled,7.310715913772583
1596931200000000000,tiny_neural_fine_tune,scheduled,5.8728132247924805
1596952800000000000,tiny_neural_fine_tune,scheduled,5.0806379318237305
1596974400000000000,tiny_neural_fine_tune,scheduled,9.61197829246521
1596996000000000000,tiny_neural_fine_tune,scheduled,5.873061656951904
1597017600000000000,tiny_neural_fine_tune,scheduled,6.104995250701904
1597039200000000000,tiny_neural_fine_tune,scheduled,5.051202297210693
1597046400000000000,tiny_neural_fine_tune,drift,9.126526594161987
1597082400000000000,tiny_neural_fine_tune,scheduled,5.199445009231567
1597104000000000000,tiny_neural_fine_tune,scheduled,7.3015828132629395
1597125600000000000,tiny_neural_fine_tune,scheduled,5.073715686798096
1597147200000000000,tiny_neural_fine_tune,scheduled,6.367912292480469
1597168800000000000,tiny_neural_fine_tune,scheduled,7.798529386520386
1597190400000000000,tiny_neural_fine_tune,scheduled,5.865534067153931
1597212000000000000,tiny_neural_fine_tune,scheduled,5.388473033905029
1597233600000000000,tiny_neural_fine_tune,scheduled,5.911822080612183
1597255200000000000,tiny_neural_fine_tune,scheduled,5.184308767318726
1597276800000000000,tiny_neural_fine_tune,scheduled,5.8490025997161865
1597298400000000000,tiny_neural_fine_tune,scheduled,5.316631317138672
1597320000000000000,tiny_neural_fine_tune,scheduled,5.039926290512085
1597341600000000000,tiny_neural_fine_tune,scheduled,7.358334302902222
1597363200000000000,tiny_neural_fine_tune,scheduled,4.987682342529297
1597384800000000000,tiny_neural_fine_tune,scheduled,6.211990594863892
1597406400000000000,tiny_neural_fine_tune,scheduled,5.483232021331787
1597428000000000000,tiny_neural_fine_tune,scheduled,6.282900333404541
1597449600000000000,tiny_neural_fine_tune,scheduled,7.6086461544036865
1597471200000000000,tiny_neural_fine_tune,scheduled,6.082442045211792
1597492800000000000,tiny_neural_fine_tune,scheduled,5.4348509311676025
1597514400000000000,tiny_neural_fine_tune,scheduled,6.15873384475708
1597536000000000000,tiny_neural_fine_tune,scheduled,4.93185567855835
1597557600000000000,tiny_neural_fine_tune,scheduled,6.024277210235596
1597579200000000000,tiny_neural_fine_tune,scheduled,4.75098180770874
1597600800000000000,tiny_neural_fine_tune,scheduled,5.041253566741943
1597622400000000000,tiny_neural_fine_tune,scheduled,5.436748743057251
1597644000000000000,tiny_neural_fine_tune,scheduled,4.978955030441284
1597665600000000000,tiny_neural_fine_tune,scheduled,5.927599191665649
1597687200000000000,tiny_neural_fine_tune,scheduled,5.063451051712036
1597708800000000000,tiny_neural_fine_tune,scheduled,6.022899150848389
1597730400000000000,tiny_neural_fine_tune,scheduled,4.863154172897339
1597752000000000000,tiny_neural_fine_tune,scheduled,5.363232135772705
1597773600000000000,tiny_neural_fine_tune,scheduled,5.545332193374634
1597795200000000000,tiny_neural_fine_tune,scheduled,4.84405779838562
1597816800000000000,tiny_neural_fine_tune,scheduled,5.752650499343872
1597838400000000000,tiny_neural_fine_tune,scheduled,8.19779634475708
1597860000000000000,tiny_neural_fine_tune,scheduled,6.57232666015625
1597881600000000000,tiny_neural_fine_tune,scheduled,5.031686305999756
1597903200000000000,tiny_neural_fine_tune,scheduled,5.974649906158447
1597924800000000000,tiny_neural_fine_tune,scheduled,5.26277494430542
1597946400000000000,tiny_neural_fine_tune,scheduled,6.583851337432861
1597968000000000000,tiny_neural_fine_tune,scheduled,5.662189722061157
1597989600000000000,tiny_neural_fine_tune,scheduled,6.044910430908203
1598011200000000000,tiny_neural_fine_tune,scheduled,5.3589699268341064
1598032800000000000,tiny_neural_fine_tune,scheduled,5.35120964050293
1598054400000000000,tiny_neural_fine_tune,scheduled,5.132440567016602
1598076000000000000,tiny_neural_fine_tune,scheduled,4.7607738971710205
1598097600000000000,tiny_neural_fine_tune,scheduled,5.5679261684417725
1598119200000000000,tiny_neural_fine_tune,scheduled,5.392744064331055
1598140800000000000,tiny_neural_fine_tune,scheduled,6.010501861572266
1598162400000000000,tiny_neural_fine_tune,scheduled,5.103299140930176
1598184000000000000,tiny_neural_fine_tune,scheduled,5.360249042510986
1598205600000000000,tiny_neural_fine_tune,scheduled,5.324626445770264
1598227200000000000,tiny_neural_fine_tune,scheduled,4.706101894378662
1598248800000000000,tiny_neural_fine_tune,scheduled,5.634366512298584
1598270400000000000,tiny_neural_fine_tune,scheduled,8.773509740829468
1598292000000000000,tiny_neural_fine_tune,scheduled,5.581013441085815
1598313600000000000,tiny_neural_fine_tune,scheduled,5.4082865715026855
1598335200000000000,tiny_neural_fine_tune,scheduled,6.2250282764434814
1598356800000000000,tiny_neural_fine_tune,scheduled,4.7335076332092285
1598378400000000000,tiny_neural_fine_tune,scheduled,5.873654127120972
1598400000000000000,tiny_neural_fine_tune,scheduled,4.783459186553955
1598421600000000000,tiny_neural_fine_tune,scheduled,5.1359663009643555
1598443200000000000,tiny_neural_fine_tune,scheduled,5.519101858139038
1598464800000000000,tiny_neural_fine_tune,scheduled,4.6902477741241455
1598486400000000000,tiny_neural_fine_tune,scheduled,6.797530651092529
1598508000000000000,tiny_neural_fine_tune,scheduled,5.4362006187438965
1598529600000000000,tiny_neural_fine_tune,scheduled,5.963248252868652
1598551200000000000,tiny_neural_fine_tune,scheduled,4.771774768829346
1598572800000000000,tiny_neural_fine_tune,scheduled,5.34308648109436
1598594400000000000,tiny_neural_fine_tune,scheduled,5.922916650772095
1598616000000000000,tiny_neural_fine_tune,scheduled,5.261640310287476
1598637600000000000,tiny_neural_fine_tune,scheduled,5.624387741088867
1598659200000000000,tiny_neural_fine_tune,scheduled,4.843506336212158
1598680800000000000,tiny_neural_fine_tune,scheduled,5.8675220012664795
1598702400000000000,tiny_neural_fine_tune,scheduled,4.738354444503784
1598724000000000000,tiny_neural_fine_tune,scheduled,4.710940361022949
1598745600000000000,tiny_neural_fine_tune,scheduled,5.581646203994751
1598767200000000000,tiny_neural_fine_tune,scheduled,5.2203450202941895
1598788800000000000,tiny_neural_fine_tune,scheduled,6.343377113342285
1598810400000000000,tiny_neural_fine_tune,scheduled,4.838971376419067
1598832000000000000,tiny_neural_fine_tune,scheduled,10.593785047531128
1598853600000000000,tiny_neural_fine_tune,scheduled,4.906080722808838
1598875200000000000,tiny_neural_fine_tune,scheduled,6.685690879821777
1598896800000000000,tiny_neural_fine_tune,scheduled,4.824738025665283
1598918400000000000,tiny_neural_fine_tune,scheduled,6.277379274368286
1598940000000000000,tiny_neural_fine_tune,scheduled,5.26900315284729
1598961600000000000,tiny_neural_fine_tune,scheduled,5.832618236541748
1598983200000000000,tiny_neural_fine_tune,scheduled,5.359281539916992
1599004800000000000,tiny_neural_fine_tune,scheduled,5.245582580566406
1599026400000000000,tiny_neural_fine_tune,scheduled,5.294445037841797
1599048000000000000,tiny_neural_fine_tune,scheduled,5.217197418212891
1599069600000000000,tiny_neural_fine_tune,scheduled,5.555066823959351
1599091200000000000,tiny_neural_fine_tune,scheduled,4.854150056838989
1599112800000000000,tiny_neural_fine_tune,scheduled,5.790070533752441
1599134400000000000,tiny_neural_fine_tune,scheduled,4.816949129104614
1599156000000000000,tiny_neural_fine_tune,scheduled,5.213956594467163
1599177600000000000,tiny_neural_fine_tune,scheduled,6.02939248085022
1599199200000000000,tiny_neural_fine_tune,scheduled,4.697389602661133
1599220800000000000,tiny_neural_fine_tune,scheduled,5.688339710235596
1599242400000000000,tiny_neural_fine_tune,scheduled,4.745508193969727
1599264000000000000,tiny_neural_fine_tune,scheduled,5.611689329147339
1599285600000000000,tiny_neural_fine_tune,scheduled,5.370542526245117
1599307200000000000,tiny_neural_fine_tune,scheduled,5.333008766174316
1599328800000000000,tiny_neural_fine_tune,scheduled,5.881551504135132
1599350400000000000,tiny_neural_fine_tune,scheduled,5.129892587661743
1599372000000000000,tiny_neural_fine_tune,scheduled,6.052147626876831
1599393600000000000,tiny_neural_fine_tune,scheduled,5.403623104095459
1599415200000000000,tiny_neural_fine_tune,scheduled,5.837072134017944
1599436800000000000,tiny_neural_fine_tune,scheduled,5.3306450843811035
1599458400000000000,tiny_neural_fine_tune,scheduled,5.594947338104248
1599480000000000000,tiny_neural_fine_tune,scheduled,5.496675968170166
1599501600000000000,tiny_neural_fine_tune,scheduled,11.235163927078247
1599523200000000000,tiny_neural_fine_tune,scheduled,4.855534791946411
1599544800000000000,tiny_neural_fine_tune,scheduled,5.7572009563446045
1599566400000000000,tiny_neural_fine_tune,scheduled,4.781455993652344
1599588000000000000,tiny_neural_fine_tune,scheduled,5.286736011505127
1599609600000000000,tiny_neural_fine_tune,scheduled,4.905499696731567
1599631200000000000,tiny_neural_fine_tune,scheduled,4.730696439743042
1599652800000000000,tiny_neural_fine_tune,scheduled,6.233655214309692
1599674400000000000,tiny_neural_fine_tune,scheduled,4.753586769104004
1599696000000000000,tiny_neural_fine_tune,scheduled,6.274923324584961
1599717600000000000,tiny_neural_fine_tune,scheduled,5.249769926071167
1599739200000000000,tiny_neural_fine_tune,scheduled,5.616051197052002
1599760800000000000,tiny_neural_fine_tune,scheduled,5.389613628387451
1599782400000000000,tiny_neural_fine_tune,scheduled,5.491799592971802
1599804000000000000,tiny_neural_fine_tune,scheduled,6.159636497497559
1599825600000000000,tiny_neural_fine_tune,scheduled,4.797330856323242
1599847200000000000,tiny_neural_fine_tune,scheduled,5.536630630493164
1599868800000000000,tiny_neural_fine_tune,scheduled,4.845805644989014
1599890400000000000,tiny_neural_fine_tune,scheduled,5.585623025894165
1599912000000000000,tiny_neural_fine_tune,scheduled,6.071574449539185
1599933600000000000,tiny_neural_fine_tune,scheduled,5.05888819694519
1599955200000000000,tiny_neural_fine_tune,scheduled,5.875438451766968
1599976800000000000,tiny_neural_fine_tune,scheduled,5.69898247718811
1599998400000000000,tiny_neural_fine_tune,scheduled,5.843921184539795
1600020000000000000,tiny_neural_fine_tune,scheduled,5.558561563491821
1600041600000000000,tiny_neural_fine_tune,scheduled,5.663978338241577
1600063200000000000,tiny_neural_fine_tune,scheduled,5.318543434143066
1600084800000000000,tiny_neural_fine_tune,scheduled,5.839287281036377
1600106400000000000,tiny_neural_fine_tune,scheduled,5.317989349365234
1600128000000000000,tiny_neural_fine_tune,scheduled,5.136955499649048
1600149600000000000,tiny_neural_fine_tune,scheduled,6.0871360301971436
1600171200000000000,tiny_neural_fine_tune,scheduled,5.733978986740112
1600192800000000000,tiny_neural_fine_tune,scheduled,6.612802028656006
1600214400000000000,tiny_neural_fine_tune,scheduled,5.572988033294678
1600236000000000000,tiny_neural_fine_tune,scheduled,7.750066757202148
1600257600000000000,tiny_neural_fine_tune,scheduled,5.437482118606567
1600279200000000000,tiny_neural_fine_tune,scheduled,6.192303657531738
1600300800000000000,tiny_neural_fine_tune,scheduled,5.336709260940552
1600322400000000000,tiny_neural_fine_tune,scheduled,13.962031602859497
1600344000000000000,tiny_neural_fine_tune,scheduled,6.966270685195923
1600383600000000000,tiny_neural_fine_tune,drift,5.172814130783081
1600390800000000000,tiny_neural_fine_tune,drift,6.403891086578369
1600394400000000000,tiny_neural_fine_tune,drift,5.759252309799194
1600398000000000000,tiny_neural_fine_tune,drift,6.17463755607605
1600401600000000000,tiny_neural_fine_tune,drift,5.4866509437561035
1600405200000000000,tiny_neural_fine_tune,drift,6.641041040420532
1600412400000000000,tiny_neural_fine_tune,drift,5.887698411941528
1600416000000000000,tiny_neural_fine_tune,drift,6.336871147155762
1600419600000000000,tiny_neural_fine_tune,drift,5.859384775161743
1600423200000000000,tiny_neural_fine_tune,drift,6.2482733726501465
1600426800000000000,tiny_neural_fine_tune,drift,4.996991157531738
1600434000000000000,tiny_neural_fine_tune,drift,5.6565868854522705
1600437600000000000,tiny_neural_fine_tune,drift,5.584637641906738
1600441200000000000,tiny_neural_fine_tune,drift,5.0050671100616455
1600473600000000000,tiny_neural_fine_tune,scheduled,5.802698135375977
1600495200000000000,tiny_neural_fine_tune,scheduled,4.848680019378662
1600516800000000000,tiny_neural_fine_tune,scheduled,6.070821762084961
1600538400000000000,tiny_neural_fine_tune,scheduled,4.911086559295654
1600560000000000000,tiny_neural_fine_tune,scheduled,5.082793951034546
1600581600000000000,tiny_neural_fine_tune,scheduled,5.361466646194458
1600603200000000000,tiny_neural_fine_tune,scheduled,4.7799530029296875
1600624800000000000,tiny_neural_fine_tune,scheduled,5.946781873703003
1600646400000000000,tiny_neural_fine_tune,scheduled,4.750521183013916
1600668000000000000,tiny_neural_fine_tune,scheduled,5.487256288528442
1600689600000000000,tiny_neural_fine_tune,scheduled,5.6997387409210205
1600711200000000000,tiny_neural_fine_tune,scheduled,4.7763214111328125
1600732800000000000,tiny_neural_fine_tune,scheduled,5.635905027389526
1600754400000000000,tiny_neural_fine_tune,scheduled,4.873854875564575
1600776000000000000,tiny_neural_fine_tune,scheduled,5.901376724243164
1600797600000000000,tiny_neural_fine_tune,scheduled,5.349793910980225
1600819200000000000,tiny_neural_fine_tune,scheduled,6.02217435836792
1600840800000000000,tiny_neural_fine_tune,scheduled,4.816755533218384
1600862400000000000,tiny_neural_fine_tune,scheduled,4.732309818267822
1600884000000000000,tiny_neural_fine_tune,scheduled,5.7461254596710205
1600905600000000000,tiny_neural_fine_tune,scheduled,4.926391124725342
1600927200000000000,tiny_neural_fine_tune,scheduled,5.8109519481658936
1600948800000000000,tiny_neural_fine_tune,scheduled,4.870432138442993
1600970400000000000,tiny_neural_fine_tune,scheduled,5.262829065322876
1600992000000000000,tiny_neural_fine_tune,scheduled,5.1769304275512695
1601013600000000000,tiny_neural_fine_tune,scheduled,4.749419450759888
1601035200000000000,tiny_neural_fine_tune,scheduled,6.206765651702881
1601056800000000000,tiny_neural_fine_tune,scheduled,4.780365705490112
1601078400000000000,tiny_neural_fine_tune,scheduled,6.6594953536987305
1601100000000000000,tiny_neural_fine_tune,scheduled,5.93065619468689
1601121600000000000,tiny_neural_fine_tune,scheduled,6.025160074234009
1601143200000000000,tiny_neural_fine_tune,scheduled,14.575106143951416
1601164800000000000,tiny_neural_fine_tune,scheduled,5.530507326126099
1601186400000000000,tiny_neural_fine_tune,scheduled,5.788445949554443
1601208000000000000,tiny_neural_fine_tune,scheduled,4.715538501739502
1601229600000000000,tiny_neural_fine_tune,scheduled,5.462057113647461
1601251200000000000,tiny_neural_fine_tune,scheduled,4.886724948883057
1601272800000000000,tiny_neural_fine_tune,scheduled,4.677243232727051
1601294400000000000,tiny_neural_fine_tune,scheduled,5.678846597671509
1601316000000000000,tiny_neural_fine_tune,scheduled,4.772671461105347
1601337600000000000,tiny_neural_fine_tune,scheduled,6.209942579269409
1601359200000000000,tiny_neural_fine_tune,scheduled,5.240538120269775
1601380800000000000,tiny_neural_fine_tune,scheduled,5.497485399246216
1601402400000000000,tiny_neural_fine_tune,scheduled,5.250864505767822
1601424000000000000,tiny_neural_fine_tune,scheduled,5.381157636642456
1601445600000000000,tiny_neural_fine_tune,scheduled,5.59605073928833
1601467200000000000,tiny_neural_fine_tune,scheduled,4.792218208312988
1601488800000000000,tiny_neural_fine_tune,scheduled,6.053415298461914
